Site,Location_ID,Lat,Long,Habitat,UK Name,Scientific_Name,Month_ID,Month 1 Days Detected (%),Conservation Status (IUCN GB)
Knepp,10,50.976519,-0.370451,mixed scrub,Chiffchaff,Phylloscopus_collybita,2166,100,green
Knepp,11,50.976229,-0.374935,"other woodland, mixed",Chiffchaff,Phylloscopus_collybita,289,100,green
Knepp,12,50.978996,-0.375064,lowland mixed deciduous woodland,Chiffchaff,Phylloscopus_collybita,729,100,green
Knepp,13,50.974165,-0.379955,"other woodland, mixed",Chiffchaff,Phylloscopus_collybita,186,100,green
Knepp,14,50.971394,-0.375411,"other woodland, mixed",Chiffchaff,Phylloscopus_collybita,101,100,green
Knepp,16,50.978814,-0.390672,mixed scrub,Chiffchaff,Phylloscopus_collybita,3709,100,green
Knepp,17,50.96658,-0.357639,"other woodland, mixed",Chiffchaff,Phylloscopus_collybita,1277,100,green
Knepp,18,50.963607,-0.360491,other neutral grassland ,Chiffchaff,Phylloscopus_collybita,87,100,green
Knepp,19,50.969009,-0.358008,bramble scrub,Chiffchaff,Phylloscopus_collybita,766,100,green
Knepp,20,50.966678,-0.360799,bramble scrub,Chiffchaff,Phylloscopus_collybita,457,100,green
Knepp,21,50.977988,-0.383713,lowland meadows,Chiffchaff,Phylloscopus_collybita,860,100,green
Knepp,22,50.977833,-0.380611,lowland meadows,Chiffchaff,Phylloscopus_collybita,1003,100,green
Knepp,23,50.976772,-0.38361,mixed scrub,Chiffchaff,Phylloscopus_collybita,1341,100,green
Knepp,24,50.974794,-0.382577,lowland meadows,Chiffchaff,Phylloscopus_collybita,537,100,green
Knepp,25,50.97433,-0.386824,other neutral grassland ,Chiffchaff,Phylloscopus_collybita,535,100,green
Knepp,26,50.972617,-0.393717,"other woodland, mixed",Chiffchaff,Phylloscopus_collybita,270,100,green
Knepp,27,50.971443,-0.392173,modified grassland,Chiffchaff,Phylloscopus_collybita,722,100,green
Knepp,28,50.969925,-0.391089,modified grassland,Chiffchaff,Phylloscopus_collybita,103,100,green
Knepp,29,50.96984,-0.387641,modified grassland,Chiffchaff,Phylloscopus_collybita,577,100,green
Knepp,30,50.970291,-0.378981,lowland mixed deciduous woodland,Chiffchaff,Phylloscopus_collybita,3423,100,green
Knepp,31,50.970467,-0.383928,wet woodland ,Chiffchaff,Phylloscopus_collybita,148,100,green
Knepp,32,50.970698,-0.38572,bramble scrub,Chiffchaff,Phylloscopus_collybita,209,100,green
Knepp,33,50.971291,-0.388367,bramble scrub,Chiffchaff,Phylloscopus_collybita,219,100,green
Knepp,34,50.962368,-0.379207,lowland mixed deciduous woodland,Chiffchaff,Phylloscopus_collybita,3675,100,green
Knepp,35,50.968283,-0.375798,wet woodland ,Chiffchaff,Phylloscopus_collybita,1148,100,green
Knepp,36,50.965162,-0.372673,lowland mixed deciduous woodland,Chiffchaff,Phylloscopus_collybita,347,100,green
Knepp,37,50.963235,-0.373844,mixed scrub,Chiffchaff,Phylloscopus_collybita,4551,100,green
Knepp,38,50.967649,-0.384328,other neutral grassland ,Chiffchaff,Phylloscopus_collybita,600,100,green
Knepp,11,50.976229,-0.374935,"other woodland, mixed",Coal Tit,Periparus_ater,29,83.3,green
Knepp,13,50.974165,-0.379955,"other woodland, mixed",Coal Tit,Periparus_ater,10,66.7,green
Knepp,14,50.971394,-0.375411,"other woodland, mixed",Coal Tit,Periparus_ater,31,83.3,green
Knepp,26,50.972617,-0.393717,"other woodland, mixed",Coal Tit,Periparus_ater,44,83.3,green
Knepp,27,50.971443,-0.392173,modified grassland,Coal Tit,Periparus_ater,13,50,green
Knepp,36,50.965162,-0.372673,lowland mixed deciduous woodland,Coal Tit,Periparus_ater,11,33.3,green
Knepp,6,50.975175,-0.364672,modified grassland,Collared Dove,Streptopelia_decaocto,8,66.7,green
Knepp,18,50.963607,-0.360491,other neutral grassland ,Collared Dove,Streptopelia_decaocto,96,100,green
Knepp,28,50.969925,-0.391089,modified grassland,Collared Dove,Streptopelia_decaocto,41,66.7,green
Knepp,5,50.975371,-0.366484,modified grassland,Common Sandpiper,Actitis_hypoleucos,19,16.7,amber
Knepp,5,50.975371,-0.366484,modified grassland,Coot,Fulica_atra,136,100,green
Knepp,7,50.976056,-0.362541,wet woodland ,Coot,Fulica_atra,19,50,green
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Coot,Fulica_atra,62,100,green
Knepp,10,50.976519,-0.370451,mixed scrub,Coot,Fulica_atra,9,50,green
Knepp,4,50.971696,-0.370439,bramble scrub,Dartford Warbler,Curruca_undata,17,50,amber
Knepp,1,50.970786,-0.365226,other neutral grassland ,Dunnock,Prunella_modularis,13,66.7,amber
Knepp,2,50.967893,-0.368796,mixed scrub,Dunnock,Prunella_modularis,60,83.3,amber
Knepp,3,50.970471,-0.370462,wet woodland ,Dunnock,Prunella_modularis,19,83.3,amber
Knepp,4,50.971696,-0.370439,bramble scrub,Dunnock,Prunella_modularis,133,100,amber
Knepp,5,50.975371,-0.366484,modified grassland,Dunnock,Prunella_modularis,44,100,amber
Knepp,6,50.975175,-0.364672,modified grassland,Dunnock,Prunella_modularis,24,83.3,amber
Knepp,7,50.976056,-0.362541,wet woodland ,Dunnock,Prunella_modularis,10,50,amber
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Dunnock,Prunella_modularis,60,100,amber
Knepp,10,50.976519,-0.370451,mixed scrub,Dunnock,Prunella_modularis,133,100,amber
Knepp,11,50.976229,-0.374935,"other woodland, mixed",Dunnock,Prunella_modularis,11,50,amber
Knepp,12,50.978996,-0.375064,lowland mixed deciduous woodland,Dunnock,Prunella_modularis,21,100,amber
Knepp,13,50.974165,-0.379955,"other woodland, mixed",Dunnock,Prunella_modularis,7,66.7,amber
Knepp,14,50.971394,-0.375411,"other woodland, mixed",Dunnock,Prunella_modularis,6,66.7,amber
Knepp,16,50.978814,-0.390672,mixed scrub,Dunnock,Prunella_modularis,19,100,amber
Knepp,17,50.96658,-0.357639,"other woodland, mixed",Dunnock,Prunella_modularis,30,66.7,amber
Knepp,18,50.963607,-0.360491,other neutral grassland ,Dunnock,Prunella_modularis,38,83.3,amber
Knepp,19,50.969009,-0.358008,bramble scrub,Dunnock,Prunella_modularis,239,100,amber
Knepp,20,50.966678,-0.360799,bramble scrub,Dunnock,Prunella_modularis,72,100,amber
Knepp,21,50.977988,-0.383713,lowland meadows,Dunnock,Prunella_modularis,12,66.7,amber
Knepp,22,50.977833,-0.380611,lowland meadows,Dunnock,Prunella_modularis,18,100,amber
Knepp,23,50.976772,-0.38361,mixed scrub,Dunnock,Prunella_modularis,28,100,amber
Knepp,24,50.974794,-0.382577,lowland meadows,Dunnock,Prunella_modularis,14,83.3,amber
Knepp,25,50.97433,-0.386824,other neutral grassland ,Dunnock,Prunella_modularis,21,83.3,amber
Knepp,27,50.971443,-0.392173,modified grassland,Dunnock,Prunella_modularis,32,100,amber
Knepp,28,50.969925,-0.391089,modified grassland,Dunnock,Prunella_modularis,34,100,amber
Knepp,29,50.96984,-0.387641,modified grassland,Dunnock,Prunella_modularis,85,100,amber
Knepp,31,50.970467,-0.383928,wet woodland ,Dunnock,Prunella_modularis,8,83.3,amber
Knepp,32,50.970698,-0.38572,bramble scrub,Dunnock,Prunella_modularis,74,100,amber
Knepp,33,50.971291,-0.388367,bramble scrub,Dunnock,Prunella_modularis,131,100,amber
Knepp,34,50.962368,-0.379207,lowland mixed deciduous woodland,Dunnock,Prunella_modularis,26,66.7,amber
Knepp,35,50.968283,-0.375798,wet woodland ,Dunnock,Prunella_modularis,30,100,amber
Knepp,36,50.965162,-0.372673,lowland mixed deciduous woodland,Dunnock,Prunella_modularis,6,16.7,amber
Knepp,37,50.963235,-0.373844,mixed scrub,Dunnock,Prunella_modularis,134,100,amber
Knepp,38,50.967649,-0.384328,other neutral grassland ,Dunnock,Prunella_modularis,154,100,amber
Knepp,5,50.975371,-0.366484,modified grassland,Egyptian Goose,Alopochen_aegyptiaca,144,83.3,introduced
Knepp,6,50.975175,-0.364672,modified grassland,Egyptian Goose,Alopochen_aegyptiaca,6,16.7,introduced
Knepp,7,50.976056,-0.362541,wet woodland ,Egyptian Goose,Alopochen_aegyptiaca,20,33.3,introduced
Knepp,3,50.970471,-0.370462,wet woodland ,Garden Warbler,Sylvia_borin,8,66.7,green
Knepp,10,50.976519,-0.370451,mixed scrub,Garden Warbler,Sylvia_borin,18,66.7,green
Knepp,16,50.978814,-0.390672,mixed scrub,Garden Warbler,Sylvia_borin,265,100,green
Knepp,1,50.970786,-0.365226,other neutral grassland ,Goldcrest,Regulus_regulus,8,50,green
Knepp,2,50.967893,-0.368796,mixed scrub,Goldcrest,Regulus_regulus,14,66.7,green
Knepp,3,50.970471,-0.370462,wet woodland ,Goldcrest,Regulus_regulus,20,66.7,green
Knepp,5,50.975371,-0.366484,modified grassland,Goldcrest,Regulus_regulus,125,100,green
Knepp,6,50.975175,-0.364672,modified grassland,Goldcrest,Regulus_regulus,159,100,green
Knepp,7,50.976056,-0.362541,wet woodland ,Goldcrest,Regulus_regulus,75,100,green
